,PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Cabin,Embarked,Pclass_1,Pclass_2,Pclass_3,title,male,cabin_deck,Embarked_s,Embarked_q,Embarked_c,family_size,is_alone,is_child,is_senior
255,260,1,2,female,50.0,0,1,26.0,,S,0,1,0,Mrs,0,5,1,0,0,2,0,0,1
256,261,0,3,male,31.0,0,0,7.75,,Q,0,0,1,Mr,1,6,0,1,0,1,1,0,0
257,262,1,3,male,3.0,4,2,31.3875,,S,0,0,1,Master,1,7,1,0,0,7,0,1,0
258,263,0,1,male,52.0,1,1,79.65,E67,S,1,0,0,Mr,1,5,1,0,0,3,0,0,1
259,264,0,1,male,40.0,0,0,0.0,B94,S,1,0,0,Mr,1,2,1,0,0,1,1,0,0
260,265,0,3,female,28.0,0,0,7.75,,Q,0,0,1,Miss,0,6,0,1,0,1,1,0,0
261,266,0,2,male,36.0,0,0,10.5,,S,0,1,0,Mr,1,5,1,0,0,1,1,0,0
262,267,0,3,male,16.0,4,1,39.6875,,S,0,0,1,Mr,1,7,1,0,0,6,0,1,0
263,268,1,3,male,25.0,1,0,7.775,,S,0,0,1,Mr,1,6,1,0,0,2,0,0,0
264,269,1,1,female,58.0,0,1,153.4625,C125,S,1,0,0,Mrs,0,3,1,0,0,2,0,0,1
265,270,1,1,female,35.0,0,0,135.6333,C99,S,1,0,0,Miss,0,3,1,0,0,1,1,0,0
266,271,0,1,male,31.0,0,0,31.0,,S,1,0,0,Mr,1,3,1,0,0,1,1,0,0
267,272,1,3,male,25.0,0,0,0.0,,S,0,0,1,Mr,1,6,1,0,0,1,1,0,0
268,273,1,2,female,41.0,0,1,19.5,,S,0,1,0,Mrs,0,5,1,0,0,2,0,0,0
269,274,0,1,male,37.0,0,1,29.7,C118,C,1,0,0,Mr,1,3,0,0,1,2,0,0,0
270,275,1,3,female,28.0,0,0,7.75,,Q,0,0,1,Miss,0,6,0,1,0,1,1,0,0
271,276,1,1,female,63.0,1,0,77.9583,D7,S,1,0,0,Miss,0,4,1,0,0,2,0,0,1
272,277,0,3,female,45.0,0,0,7.75,,S,0,0,1,Miss,0,6,1,0,0,1,1,0,0
273,278,0,2,male,31.0,0,0,0.0,,S,0,1,0,Mr,1,5,1,0,0,1,1,0,0
274,279,0,3,male,7.0,4,1,29.125,,Q,0,0,1,Master,1,7,0,1,0,6,0,1,0
275,280,1,3,female,35.0,1,1,20.25,,S,0,0,1,Mrs,0,7,1,0,0,3,0,0,0
276,281,0,3,male,65.0,0,0,7.75,,Q,0,0,1,Mr,1,6,0,1,0,1,1,0,1
277,282,0,3,male,28.0,0,0,7.8542,,S,0,0,1,Mr,1,6,1,0,0,1,1,0,0
278,283,0,3,male,16.0,0,0,9.5,,S,0,0,1,Mr,1,6,1,0,0,1,1,1,0
279,284,1,3,male,19.0,0,0,8.05,,S,0,0,1,Mr,1,6,1,0,0,1,1,0,0
280,285,0,1,male,31.0,0,0,26.0,A19,S,1,0,0,Mr,1,1,1,0,0,1,1,0,0
281,286,0,3,male,33.0,0,0,8.6625,,C,0,0,1,Mr,1,6,0,0,1,1,1,0,0
282,287,1,3,male,30.0,0,0,9.5,,S,0,0,1,Mr,1,6,1,0,0,1,1,0,0
283,288,0,3,male,22.0,0,0,7.8958,,S,0,0,1,Mr,1,6,1,0,0,1,1,0,0
284,289,1,2,male,42.0,0,0,13.0,,S,0,1,0,Mr,1,4,1,0,0,1,1,0,0
285,290,1,3,female,22.0,0,0,7.75,,Q,0,0,1,Miss,0,6,0,1,0,1,1,0,0
286,291,1,1,female,26.0,0,0,78.85,,S,1,0,0,Miss,0,3,1,0,0,1,1,0,0
287,292,1,1,female,19.0,1,0,91.0792,B49,C,1,0,0,Mrs,0,2,0,0,1,2,0,0,0
288,293,0,2,male,36.0,0,0,12.875,D,C,0,1,0,Mr,1,4,0,0,1,1,1,0,0
289,294,0,3,female,24.0,0,0,8.85,,S,0,0,1,Miss,0,6,1,0,0,1,1,0,0
290,295,0,3,male,24.0,0,0,7.8958,,S,0,0,1,Mr,1,6,1,0,0,1,1,0,0
291,296,0,1,male,31.0,0,0,27.7208,,C,1,0,0,Mr,1,3,0,0,1,1,1,0,0
292,297,0,3,male,23.5,0,0,7.2292,,C,0,0,1,Mr,1,6,0,0,1,1,1,0,0
293,298,0,1,female,2.0,1,2,151.55,C22 C26,S,1,0,0,Miss,0,3,1,0,0,4,0,1,0
294,299,1,1,male,31.0,0,0,30.5,C106,S,1,0,0,Mr,1,3,1,0,0,1,1,0,0
295,301,1,3,female,28.0,0,0,7.75,,Q,0,0,1,Miss,0,6,0,1,0,1,1,0,0
296,302,1,3,male,31.0,2,0,23.25,,Q,0,0,1,Mr,1,7,0,1,0,3,0,0,0
297,303,0,3,male,19.0,0,0,0.0,,S,0,0,1,Mr,1,6,1,0,0,1,1,0,0
298,304,1,2,female,28.0,0,0,12.35,E101,Q,0,1,0,Miss,0,5,0,1,0,1,1,0,0
299,305,0,3,male,31.0,0,0,8.05,,S,0,0,1,Mr,1,6,1,0,0,1,1,0,0
300,306,1,1,male,0.92,1,2,151.55,C22 C26,S,1,0,0,Master,1,3,1,0,0,4,0,1,0
301,307,1,1,female,28.0,0,0,110.8833,,C,1,0,0,Miss,0,3,0,0,1,1,1,0,0
302,308,1,1,female,17.0,1,0,108.9,C65,C,1,0,0,Mrs,0,3,0,0,1,2,0,0,0
303,309,0,2,male,30.0,1,0,24.0,,C,0,1,0,Mr,1,5,0,0,1,2,0,0,0
304,310,1,1,female,30.0,0,0,56.9292,E36,C,1,0,0,Miss,0,5,0,0,1,1,1,0,0
305,311,1,1,female,24.0,0,0,83.1583,C54,C,1,0,0,Miss,0,3,0,0,1,1,1,0,0
306,313,0,2,female,26.0,1,1,26.0,,S,0,1,0,Mrs,0,5,1,0,0,3,0,0,0
307,314,0,3,male,28.0,0,0,7.8958,,S,0,0,1,Mr,1,6,1,0,0,1,1,0,0
308,315,0,2,male,43.0,1,1,26.25,,S,0,1,0,Mr,1,5,1,0,0,3,0,0,0
309,316,1,3,female,26.0,0,0,7.8542,,S,0,0,1,Miss,0,6,1,0,0,1,1,0,0
310,317,1,2,female,24.0,1,0,26.0,,S,0,1,0,Mrs,0,5,1,0,0,2,0,0,0
311,318,0,2,male,54.0,0,0,14.0,,S,0,1,0,Dr,1,4,1,0,0,1,1,0,1
312,319,1,1,female,31.0,0,2,164.8667,C7,S,1,0,0,Miss,0,3,1,0,0,3,0,0,0
313,320,1,1,female,40.0,1,1,134.5,E34,C,1,0,0,Mrs,0,5,0,0,1,3,0,0,0
314,321,0,3,male,22.0,0,0,7.25,,S,0,0,1,Mr,1,6,1,0,0,1,1,0,0
315,322,0,3,male,27.0,0,0,7.8958,,S,0,0,1,Mr,1,6,1,0,0,1,1,0,0
316,323,1,2,female,30.0,0,0,12.35,,Q,0,1,0,Miss,0,5,0,1,0,1,1,0,0
317,324,1,2,female,22.0,1,1,29.0,,S,0,1,0,Mrs,0,5,1,0,0,3,0,0,0
318,325,0,3,male,31.0,8,2,69.55,,S,0,0,1,Mr,1,8,1,0,0,11,0,0,0
319,326,1,1,female,36.0,0,0,135.6333,C32,C,1,0,0,Miss,0,3,0,0,1,1,1,0,0
320,327,0,3,male,61.0,0,0,6.2375,,S,0,0,1,Mr,1,6,1,0,0,1,1,0,1
321,328,1,2,female,36.0,0,0,13.0,D,S,0,1,0,Mrs,0,4,1,0,0,1,1,0,0
322,329,1,3,female,31.0,1,1,20.525,,S,0,0,1,Mrs,0,7,1,0,0,3,0,0,0
323,330,1,1,female,16.0,0,1,57.9792,B18,C,1,0,0,Miss,0,2,0,0,1,2,0,1,0
324,331,1,3,female,28.0,2,0,23.25,,Q,0,0,1,Miss,0,7,0,1,0,3,0,0,0
325,332,0,1,male,45.5,0,0,28.5,C124,S,1,0,0,Mr,1,3,1,0,0,1,1,0,0
326,333,0,1,male,38.0,0,1,153.4625,C91,S,1,0,0,Mr,1,3,1,0,0,2,0,0,0
327,334,0,3,male,16.0,2,0,18.0,,S,0,0,1,Mr,1,7,1,0,0,3,0,1,0
328,335,1,1,female,28.0,1,0,133.65,,S,1,0,0,Mrs,0,3,1,0,0,2,0,0,0
329,336,0,3,male,31.0,0,0,7.8958,,S,0,0,1,Mr,1,6,1,0,0,1,1,0,0
330,337,0,1,male,29.0,1,0,66.6,C2,S,1,0,0,Mr,1,3,1,0,0,2,0,0,0
331,338,1,1,female,41.0,0,0,134.5,E40,C,1,0,0,Miss,0,5,0,0,1,1,1,0,0
332,339,1,3,male,45.0,0,0,8.05,,S,0,0,1,Mr,1,6,1,0,0,1,1,0,0
333,340,0,1,male,45.0,0,0,35.5,T,S,1,0,0,Mr,1,8,1,0,0,1,1,0,0
334,341,1,2,male,2.0,1,1,26.0,F2,S,0,1,0,Master,1,6,1,0,0,3,0,1,0
335,343,0,2,male,28.0,0,0,13.0,,S,0,1,0,Mr,1,4,1,0,0,1,1,0,0
336,344,0,2,male,25.0,0,0,13.0,,S,0,1,0,Mr,1,4,1,0,0,1,1,0,0
337,345,0,2,male,36.0,0,0,13.0,,S,0,1,0,Mr,1,4,1,0,0,1,1,0,0
338,346,1,2,female,24.0,0,0,13.0,F33,S,0,1,0,Miss,0,6,1,0,0,1,1,0,0
339,347,1,2,female,40.0,0,0,13.0,,S,0,1,0,Miss,0,5,1,0,0,1,1,0,0
340,348,1,3,female,28.0,1,0,16.1,,S,0,0,1,Mrs,0,6,1,0,0,2,0,0,0
341,349,1,3,male,3.0,1,1,15.9,,S,0,0,1,Master,1,6,1,0,0,3,0,1,0
342,350,0,3,male,42.0,0,0,8.6625,,S,0,0,1,Mr,1,6,1,0,0,1,1,0,0
343,351,0,3,male,23.0,0,0,9.225,,S,0,0,1,Mr,1,6,1,0,0,1,1,0,0
344,352,0,1,male,31.0,0,0,35.0,C128,S,1,0,0,Mr,1,3,1,0,0,1,1,0,0
345,353,0,3,male,15.0,1,1,7.2292,,C,0,0,1,Mr,1,6,0,0,1,3,0,1,0
346,354,0,3,male,25.0,1,0,17.8,,S,0,0,1,Mr,1,6,1,0,0,2,0,0,0
347,355,0,3,male,31.0,0,0,7.225,,C,0,0,1,Mr,1,6,0,0,1,1,1,0,0
348,356,0,3,male,28.0,0,0,9.5,,S,0,0,1,Mr,1,6,1,0,0,1,1,0,0
349,357,1,1,female,22.0,0,1,55.0,E33,S,1,0,0,Miss,0,5,1,0,0,2,0,0,0
350,358,0,2,female,38.0,0,0,13.0,,S,0,1,0,Miss,0,5,1,0,0,1,1,0,0
351,359,1,3,female,28.0,0,0,7.8792,,Q,0,0,1,Miss,0,6,0,1,0,1,1,0,0
352,360,1,3,female,28.0,0,0,7.8792,,Q,0,0,1,Miss,0,6,0,1,0,1,1,0,0
353,361,0,3,male,40.0,1,4,27.9,,S,0,0,1,Mr,1,7,1,0,0,6,0,0,0
354,362,0,2,male,29.0,1,0,27.7208,,C,0,1,0,Mr,1,5,0,0,1,2,0,0,0
355,363,0,3,female,45.0,0,1,14.4542,,C,0,0,1,Mrs,0,6,0,0,1,2,0,0,0
356,364,0,3,male,35.0,0,0,7.05,,S,0,0,1,Mr,1,6,1,0,0,1,1,0,0
357,365,0,3,male,31.0,1,0,15.5,,Q,0,0,1,Mr,1,6,0,1,0,2,0,0,0
358,366,0,3,male,30.0,0,0,7.25,,S,0,0,1,Mr,1,6,1,0,0,1,1,0,0
359,367,1,1,female,60.0,1,0,75.25,D37,C,1,0,0,Mrs,0,4,0,0,1,2,0,0,1
360,368,1,3,female,28.0,0,0,7.2292,,C,0,0,1,Mrs,0,6,0,0,1,1,1,0,0
361,369,1,3,female,28.0,0,0,7.75,,Q,0,0,1,Miss,0,6,0,1,0,1,1,0,0
362,370,1,1,female,24.0,0,0,69.3,B35,C,1,0,0,Mrs,0,2,0,0,1,1,1,0,0
363,371,1,1,male,25.0,1,0,55.4417,E50,C,1,0,0,Mr,1,5,0,0,1,2,0,0,0
364,372,0,3,male,18.0,1,0,6.4958,,S,0,0,1,Mr,1,6,1,0,0,2,0,0,0
365,373,0,3,male,19.0,0,0,8.05,,S,0,0,1,Mr,1,6,1,0,0,1,1,0,0
366,374,0,1,male,22.0,0,0,135.6333,,C,1,0,0,Mr,1,2,0,0,1,1,1,0,0
367,375,0,3,female,3.0,3,1,21.075,,S,0,0,1,Miss,0,7,1,0,0,5,0,1,0
368,376,1,1,female,28.0,1,0,82.1708,,C,1,0,0,Mrs,0,3,0,0,1,2,0,0,0
369,377,1,3,female,22.0,0,0,7.25,,S,0,0,1,Miss,0,6,1,0,0,1,1,0,0
370,379,0,3,male,20.0,0,0,4.0125,,C,0,0,1,Mr,1,6,0,0,1,1,1,0,0
371,380,0,3,male,19.0,0,0,7.775,,S,0,0,1,Mr,1,6,1,0,0,1,1,0,0
372,382,1,3,female,1.0,0,2,15.7417,,C,0,0,1,Miss,0,6,0,0,1,3,0,1,0
373,383,0,3,male,32.0,0,0,7.925,,S,0,0,1,Mr,1,6,1,0,0,1,1,0,0
374,384,1,1,female,35.0,1,0,52.0,,S,1,0,0,Mrs,0,4,1,0,0,2,0,0,0
375,385,0,3,male,31.0,0,0,7.8958,,S,0,0,1,Mr,1,6,1,0,0,1,1,0,0
376,386,0,2,male,18.0,0,0,73.5,,S,0,1,0,Mr,1,4,1,0,0,1,1,0,0
377,387,0,3,male,1.0,5,2,46.9,,S,0,0,1,Master,1,8,1,0,0,8,0,1,0
378,388,1,2,female,36.0,0,0,13.0,,S,0,1,0,Miss,0,5,1,0,0,1,1,0,0
379,389,0,3,male,31.0,0,0,7.7292,,Q,0,0,1,Mr,1,6,0,1,0,1,1,0,0
380,390,1,2,female,17.0,0,0,12.0,,C,0,1,0,Miss,0,5,0,0,1,1,1,0,0
381,391,1,1,male,36.0,1,2,120.0,B96 B98,S,1,0,0,Mr,1,2,1,0,0,4,0,0,0
382,392,1,3,male,21.0,0,0,7.7958,,S,0,0,1,Mr,1,6,1,0,0,1,1,0,0
383,393,0,3,male,28.0,2,0,7.925,,S,0,0,1,Mr,1,7,1,0,0,3,0,0,0
384,394,1,1,female,23.0,1,0,113.275,D36,C,1,0,0,Miss,0,4,0,0,1,2,0,0,0
385,395,1,3,female,24.0,0,2,16.7,G6,S,0,0,1,Mrs,0,7,1,0,0,3,0,0,0
386,396,0,3,male,22.0,0,0,7.7958,,S,0,0,1,Mr,1,6,1,0,0,1,1,0,0
387,397,0,3,female,31.0,0,0,7.8542,,S,0,0,1,Miss,0,6,1,0,0,1,1,0,0
388,398,0,2,male,46.0,0,0,26.0,,S,0,1,0,Mr,1,4,1,0,0,1,1,0,0
389,399,0,2,male,23.0,0,0,10.5,,S,0,1,0,Dr,1,5,1,0,0,1,1,0,0
390,400,1,2,female,28.0,0,0,12.65,,S,0,1,0,Mrs,0,5,1,0,0,1,1,0,0
391,401,1,3,male,39.0,0,0,7.925,,S,0,0,1,Mr,1,6,1,0,0,1,1,0,0
392,402,0,3,male,26.0,0,0,8.05,,S,0,0,1,Mr,1,6,1,0,0,1,1,0,0
393,403,0,3,female,21.0,1,0,9.825,,S,0,0,1,Miss,0,6,1,0,0,2,0,0,0
394,404,0,3,male,28.0,1,0,15.85,,S,0,0,1,Mr,1,6,1,0,0,2,0,0,0
395,405,0,3,female,20.0,0,0,8.6625,,S,0,0,1,Miss,0,6,1,0,0,1,1,0,0
396,406,0,2,male,34.0,1,0,21.0,,S,0,1,0,Mr,1,5,1,0,0,2,0,0,0
397,407,0,3,male,51.0,0,0,7.75,,S,0,0,1,Mr,1,6,1,0,0,1,1,0,1
398,408,1,2,male,3.0,1,1,18.75,,S,0,1,0,Master,1,5,1,0,0,3,0,1,0
399,409,0,3,male,21.0,0,0,7.775,,S,0,0,1,Mr,1,6,1,0,0,1,1,0,0
400,410,0,3,female,28.0,3,1,25.4667,,S,0,0,1,Miss,0,7,1,0,0,5,0,0,0
401,411,0,3,male,31.0,0,0,7.8958,,S,0,0,1,Mr,1,6,1,0,0,1,1,0,0
402,412,0,3,male,31.0,0,0,6.8583,,Q,0,0,1,Mr,1,6,0,1,0,1,1,0,0
403,413,1,1,female,33.0,1,0,90.0,C78,Q,1,0,0,Miss,0,3,0,1,0,2,0,0,0
404,414,0,2,male,31.0,0,0,0.0,,S,0,1,0,Mr,1,5,1,0,0,1,1,0,0
405,415,1,3,male,44.0,0,0,7.925,,S,0,0,1,Mr,1,6,1,0,0,1,1,0,0
406,416,0,3,female,28.0,0,0,8.05,,S,0,0,1,Mrs,0,6,1,0,0,1,1,0,0
407,417,1,2,female,34.0,1,1,32.5,,S,0,1,0,Mrs,0,5,1,0,0,3,0,0,0
408,418,1,2,female,18.0,0,2,13.0,,S,0,1,0,Miss,0,5,1,0,0,3,0,0,0
409,419,0,2,male,30.0,0,0,13.0,,S,0,1,0,Mr,1,4,1,0,0,1,1,0,0
410,420,0,3,female,10.0,0,2,24.15,,S,0,0,1,Miss,0,6,1,0,0,3,0,1,0
411,421,0,3,male,31.0,0,0,7.8958,,C,0,0,1,Mr,1,6,0,0,1,1,1,0,0
412,422,0,3,male,21.0,0,0,7.7333,,Q,0,0,1,Mr,1,6,0,1,0,1,1,0,0
413,423,0,3,male,29.0,0,0,7.875,,S,0,0,1,Mr,1,6,1,0,0,1,1,0,0
414,424,0,3,female,28.0,1,1,14.4,,S,0,0,1,Mrs,0,7,1,0,0,3,0,0,0
415,425,0,3,male,18.0,1,1,20.2125,,S,0,0,1,Mr,1,6,1,0,0,3,0,0,0
416,426,0,3,male,31.0,0,0,7.25,,S,0,0,1,Mr,1,6,1,0,0,1,1,0,0
417,427,1,2,female,28.0,1,0,26.0,,S,0,1,0,Mrs,0,5,1,0,0,2,0,0,0
418,428,1,2,female,19.0,0,0,26.0,,S,0,1,0,Miss,0,5,1,0,0,1,1,0,0
419,429,0,3,male,31.0,0,0,7.75,,Q,0,0,1,Mr,1,6,0,1,0,1,1,0,0
420,430,1,3,male,32.0,0,0,8.05,E10,S,0,0,1,Mr,1,5,1,0,0,1,1,0,0
421,431,1,1,male,28.0,0,0,26.55,C52,S,1,0,0,Mr,1,3,1,0,0,1,1,0,0
422,432,1,3,female,28.0,1,0,16.1,,S,0,0,1,Mrs,0,6,1,0,0,2,0,0,0
423,433,1,2,female,42.0,1,0,26.0,,S,0,1,0,Mrs,0,5,1,0,0,2,0,0,0
424,434,0,3,male,17.0,0,0,7.125,,S,0,0,1,Mr,1,6,1,0,0,1,1,0,0
425,435,0,1,male,50.0,1,0,55.9,E44,S,1,0,0,Mr,1,5,1,0,0,2,0,0,1
426,436,1,1,female,14.0,1,2,120.0,B96 B98,S,1,0,0,Miss,0,2,1,0,0,4,0,1,0
427,437,0,3,female,21.0,2,2,34.375,,S,0,0,1,Miss,0,7,1,0,0,5,0,0,0
428,438,1,2,female,24.0,2,3,18.75,,S,0,1,0,Mrs,0,6,1,0,0,6,0,0,0
429,440,0,2,male,31.0,0,0,10.5,,S,0,1,0,Mr,1,5,1,0,0,1,1,0,0
430,441,1,2,female,45.0,1,1,26.25,,S,0,1,0,Mrs,0,5,1,0,0,3,0,0,0
431,442,0,3,male,20.0,0,0,9.5,,S,0,0,1,Mr,1,6,1,0,0,1,1,0,0
432,443,0,3,male,25.0,1,0,7.775,,S,0,0,1,Mr,1,6,1,0,0,2,0,0,0
433,444,1,2,female,28.0,0,0,13.0,,S,0,1,0,Miss,0,5,1,0,0,1,1,0,0
434,445,1,3,male,31.0,0,0,8.1125,,S,0,0,1,Mr,1,6,1,0,0,1,1,0,0
435,446,1,1,male,4.0,0,2,81.8583,A34,S,1,0,0,Master,1,1,1,0,0,3,0,1,0
436,447,1,2,female,13.0,0,1,19.5,,S,0,1,0,Miss,0,5,1,0,0,2,0,1,0
437,448,1,1,male,34.0,0,0,26.55,,S,1,0,0,Mr,1,3,1,0,0,1,1,0,0
438,449,1,3,female,5.0,2,1,19.2583,,C,0,0,1,Miss,0,7,0,0,1,4,0,1,0
439,450,1,1,male,52.0,0,0,30.5,C104,S,1,0,0,Mr,1,3,1,0,0,1,1,0,1
440,451,0,2,male,36.0,1,2,27.75,,S,0,1,0,Mr,1,5,1,0,0,4,0,0,0
441,452,0,3,male,31.0,1,0,19.9667,,S,0,0,1,Mr,1,6,1,0,0,2,0,0,0
442,453,0,1,male,30.0,0,0,27.75,C111,C,1,0,0,Mr,1,3,0,0,1,1,1,0,0
443,454,1,1,male,49.0,1,0,89.1042,C92,C,1,0,0,Mr,1,3,0,0,1,2,0,0,0
444,455,0,3,male,31.0,0,0,8.05,,S,0,0,1,Mr,1,6,1,0,0,1,1,0,0
445,456,1,3,male,29.0,0,0,7.8958,,C,0,0,1,Mr,1,6,0,0,1,1,1,0,0
446,457,0,1,male,65.0,0,0,26.55,E38,S,1,0,0,Mr,1,5,1,0,0,1,1,0,1
447,458,1,1,female,28.0,1,0,51.8625,D21,S,1,0,0,Mrs,0,4,1,0,0,2,0,0,0
448,459,1,2,female,50.0,0,0,10.5,,S,0,1,0,Miss,0,5,1,0,0,1,1,0,1
449,460,0,3,male,31.0,0,0,7.75,,Q,0,0,1,Mr,1,6,0,1,0,1,1,0,0
450,461,1,1,male,48.0,0,0,26.55,E12,S,1,0,0,Mr,1,5,1,0,0,1,1,0,0
451,462,0,3,male,34.0,0,0,8.05,,S,0,0,1,Mr,1,6,1,0,0,1,1,0,0
452,463,0,1,male,47.0,0,0,38.5,E63,S,1,0,0,Mr,1,5,1,0,0,1,1,0,0
453,464,0,2,male,48.0,0,0,13.0,,S,0,1,0,Mr,1,4,1,0,0,1,1,0,0
454,465,0,3,male,31.0,0,0,8.05,,S,0,0,1,Mr,1,6,1,0,0,1,1,0,0
455,466,0,3,male,38.0,0,0,7.05,,S,0,0,1,Mr,1,6,1,0,0,1,1,0,0
456,467,0,2,male,31.0,0,0,0.0,,S,0,1,0,Mr,1,5,1,0,0,1,1,0,0
457,468,0,1,male,56.0,0,0,26.55,,S,1,0,0,Mr,1,3,1,0,0,1,1,0,1
458,469,0,3,male,31.0,0,0,7.725,,Q,0,0,1,Mr,1,6,0,1,0,1,1,0,0
459,470,1,3,female,0.75,2,1,19.2583,,C,0,0,1,Miss,0,7,0,0,1,4,0,1,0
460,471,0,3,male,31.0,0,0,7.25,,S,0,0,1,Mr,1,6,1,0,0,1,1,0,0
461,472,0,3,male,38.0,0,0,8.6625,,S,0,0,1,Mr,1,6,1,0,0,1,1,0,0
462,473,1,2,female,33.0,1,2,27.75,,S,0,1,0,Mrs,0,5,1,0,0,4,0,0,0
463,474,1,2,female,23.0,0,0,13.7917,D,C,0,1,0,Mrs,0,4,0,0,1,1,1,0,0
464,475,0,3,female,22.0,0,0,9.8375,,S,0,0,1,Miss,0,6,1,0,0,1,1,0,0
465,476,0,1,male,31.0,0,0,52.0,A14,S,1,0,0,Mr,1,1,1,0,0,1,1,0,0
466,477,0,2,male,34.0,1,0,21.0,,S,0,1,0,Mr,1,5,1,0,0,2,0,0,0
467,478,0,3,male,29.0,1,0,7.0458,,S,0,0,1,Mr,1,6,1,0,0,2,0,0,0
468,479,0,3,male,22.0,0,0,7.5208,,S,0,0,1,Mr,1,6,1,0,0,1,1,0,0
469,480,1,3,female,2.0,0,1,12.2875,,S,0,0,1,Miss,0,6,1,0,0,2,0,1,0
470,481,0,3,male,9.0,5,2,46.9,,S,0,0,1,Master,1,8,1,0,0,8,0,1,0
471,482,0,2,male,31.0,0,0,0.0,,S,0,1,0,Mr,1,5,1,0,0,1,1,0,0
472,483,0,3,male,50.0,0,0,8.05,,S,0,0,1,Mr,1,6,1,0,0,1,1,0,1
473,484,1,3,female,63.0,0,0,9.5875,,S,0,0,1,Mrs,0,6,1,0,0,1,1,0,1
474,485,1,1,male,25.0,1,0,91.0792,B49,C,1,0,0,Mr,1,2,0,0,1,2,0,0,0
475,486,0,3,female,28.0,3,1,25.4667,,S,0,0,1,Miss,0,7,1,0,0,5,0,0,0
476,487,1,1,female,35.0,1,0,90.0,C93,S,1,0,0,Mrs,0,3,1,0,0,2,0,0,0
477,488,0,1,male,58.0,0,0,29.7,B37,C,1,0,0,Mr,1,2,0,0,1,1,1,0,1
478,489,0,3,male,30.0,0,0,8.05,,S,0,0,1,Mr,1,6,1,0,0,1,1,0,0
479,490,1,3,male,9.0,1,1,15.9,,S,0,0,1,Master,1,6,1,0,0,3,0,1,0
480,491,0,3,male,31.0,1,0,19.9667,,S,0,0,1,Mr,1,6,1,0,0,2,0,0,0
481,492,0,3,male,21.0,0,0,7.25,,S,0,0,1,Mr,1,6,1,0,0,1,1,0,0
482,493,0,1,male,55.0,0,0,30.5,C30,S,1,0,0,Mr,1,3,1,0,0,1,1,0,1
483,494,0,1,male,71.0,0,0,49.5042,,C,1,0,0,Mr,1,3,0,0,1,1,1,0,1
484,495,0,3,male,21.0,0,0,8.05,,S,0,0,1,Mr,1,6,1,0,0,1,1,0,0
485,496,0,3,male,31.0,0,0,14.4583,,C,0,0,1,Mr,1,6,0,0,1,1,1,0,0
486,497,1,1,female,54.0,1,0,78.2667,D20,C,1,0,0,Miss,0,4,0,0,1,2,0,0,1
487,498,0,3,male,31.0,0,0,15.1,,S,0,0,1,Mr,1,6,1,0,0,1,1,0,0
488,499,0,1,female,25.0,1,2,151.55,C22 C26,S,1,0,0,Mrs,0,3,1,0,0,4,0,0,0
489,500,0,3,male,24.0,0,0,7.7958,,S,0,0,1,Mr,1,6,1,0,0,1,1,0,0
490,501,0,3,male,17.0,0,0,8.6625,,S,0,0,1,Mr,1,6,1,0,0,1,1,0,0
491,502,0,3,female,21.0,0,0,7.75,,Q,0,0,1,Miss,0,6,0,1,0,1,1,0,0
492,503,0,3,female,28.0,0,0,7.6292,,Q,0,0,1,Miss,0,6,0,1,0,1,1,0,0
493,504,0,3,female,37.0,0,0,9.5875,,S,0,0,1,Miss,0,6,1,0,0,1,1,0,0
494,505,1,1,female,16.0,0,0,86.5,B79,S,1,0,0,Miss,0,2,1,0,0,1,1,1,0
495,506,0,1,male,18.0,1,0,108.9,C65,C,1,0,0,Mr,1,3,0,0,1,2,0,0,0
496,507,1,2,female,33.0,0,2,26.0,,S,0,1,0,Mrs,0,5,1,0,0,3,0,0,0
497,508,1,1,male,31.0,0,0,26.55,,S,1,0,0,Mr,1,3,1,0,0,1,1,0,0
498,509,0,3,male,28.0,0,0,22.525,,S,0,0,1,Mr,1,6,1,0,0,1,1,0,0
499,510,1,3,male,26.0,0,0,56.4958,,S,0,0,1,Mr,1,6,1,0,0,1,1,0,0
500,511,1,3,male,29.0,0,0,7.75,,Q,0,0,1,Mr,1,6,0,1,0,1,1,0,0
501,512,0,3,male,31.0,0,0,8.05,,S,0,0,1,Mr,1,6,1,0,0,1,1,0,0
502,513,1,1,male,36.0,0,0,26.2875,E25,S,1,0,0,Mr,1,5,1,0,0,1,1,0,0
503,514,1,1,female,54.0,1,0,59.4,,C,1,0,0,Mrs,0,3,0,0,1,2,0,0,1
504,515,0,3,male,24.0,0,0,7.4958,,S,0,0,1,Mr,1,6,1,0,0,1,1,0,0
505,516,0,1,male,47.0,0,0,34.0208,D46,S,1,0,0,Mr,1,4,1,0,0,1,1,0,0
506,517,1,2,female,34.0,0,0,10.5,F33,S,0,1,0,Mrs,0,6,1,0,0,1,1,0,0
507,518,0,3,male,31.0,0,0,24.15,,Q,0,0,1,Mr,1,6,0,1,0,1,1,0,0
508,519,1,2,female,36.0,1,0,26.0,,S,0,1,0,Mrs,0,5,1,0,0,2,0,0,0
509,520,0,3,male,32.0,0,0,7.8958,,S,0,0,1,Mr,1,6,1,0,0,1,1,0,0
510,521,1,1,female,30.0,0,0,93.5,B73,S,1,0,0,Miss,0,2,1,0,0,1,1,0,0
